,,1,2,3,4,5,6,7,8,9,10,11,12,,,,,,,,,,,,,,
CODIGO ACT.,ACTIVIDAD,JUL,AGO,SEP,OCT,NOV,DIC,ENE,FEB,MAR,ABR,MAY,JUN,PROM,PROM_ATIP,R2,REGR DIA,PROM DIA,MIN DIA,MAX DIA,CV,SUAV_EXP,MOD,%,% ACUM,ABC,GRAFICA
730205,ACETATO DE LEUPROLIDE 45MG SOL. INYECTABLE,0,0,0,0,0,0,0,1,0,0,0,0,1,11,"0,02",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
770054,"ERITROPOYETINA 30.000UI/0,6ML SOL. INYECTABLE ",0,0,0,0,0,0,2,0,0,0,0,0,1,11,"0,00",1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
770074,IMATINIB 400MG TABLETA ,0,0,0,0,0,0,0,0,0,1,0,0,1,11,"0,09",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
0006422,"OXIMETAZOLINA SOLUCIÓN NASAL 0,05% ",0,0,0,0,1,2,1,2,0,1,3,0,1,6,"0,20",1,1,1,1,"0,9860",1,SUAV,"0,0%","100,0%",C,
A001201,ACETAMINOFEN SOL. ORAL 100MG/28 GOTAS ,1,0,1,1,0,0,0,1,0,0,0,0,1,8,"0,26",-1,1,1,1,"0,4714",1,SUAV,"0,0%","100,0%",C,
A008231,ALBENDAZOL 100MG/20ML SOLUCION ORAL x 20 ML,8,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"2,2111",1,SUAV,"0,0%","100,0%",C,
A022701,AMINOFILINA 240MG/10ML SOL. INYECTABLE ,0,0,4,0,0,0,0,0,0,0,0,0,1,11,"0,09",-1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
C008232,CEFALEXINA 250MG/5ML POLVO PARA SOLUCION ORAL,2,1,0,1,1,0,1,4,0,1,0,0,1,5,"0,04",1,1,1,1,"1,1149",1,SUAV,"0,0%","100,0%",C,
D0000002,DEFLAZACORT 6 MG TABLETA,0,0,2,0,0,0,0,0,0,0,0,0,1,11,"0,09",-1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
D0000005,"DESMOPRESINA SOLUCIÓN NASAL 10MCG/0,1ML (500MCG/5ML)",0,0,0,0,0,0,0,0,0,1,0,0,1,11,"0,09",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
E010721,ESTREPTOQUINASA 750.000UI POLVO LIOFILIZADO,0,2,0,0,0,0,0,0,0,0,3,0,1,10,"0,01",1,1,1,1,"0,9538",1,SUAV,"0,0%","100,0%",C,
F0000005,"FLUMAZENIL 0,5MG/5ML  SOL. INYECTABLE",0,0,0,0,1,0,0,1,1,1,1,0,1,7,"0,27",1,1,1,1,"0,4930",1,SUAV,"0,0%","100,0%",C,
F013201,FLUOXETINA 20MG/5ML JARABE,1,1,1,0,1,1,0,0,0,0,0,0,1,7,"0,58",-1,1,1,1,"0,4930",1,SUAV,"0,0%","100,0%",C,
G002011,GEMFIBROZIL 600MG TABLETA ,0,0,0,4,0,0,0,0,0,0,4,0,1,10,"0,02",1,1,1,1,"1,4907",1,SUAV,"0,0%","100,0%",C,
I0000012,CLOSTRIDIOPEPTIDASA UNGÜENTO TÓPICO 120UI/40G,6,2,0,0,0,0,0,0,0,0,0,0,1,10,"0,36",-1,1,1,1,"1,6997",1,SUAV,"0,0%","100,0%",C,
I021701,IBANDRONICO ÁCIDO SOLUCIÓN INYECTABLE 6MG,0,0,0,0,0,0,0,0,0,0,1,0,1,11,"0,16",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
L00006,NEVIRAPINA SUSPENSIÓN ORAL 10MG/1ML (2400MG/240ML),0,0,0,0,1,0,1,0,0,0,0,0,1,10,"0,01",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
M0000015,MEMANTINA TBL. 10 MG,0,0,0,2,0,0,9,0,0,0,0,0,1,10,"0,00",1,1,1,1,"2,4986",1,SUAV,"0,0%","100,0%",C,
M026541,MESALAZINA ENEMA RECTAL 4G/60ML,2,0,0,0,0,0,0,4,0,0,0,0,1,10,"0,01",1,1,1,1,"1,1902",1,SUAV,"0,0%","100,0%",C,
MAT527,INTRODUCTOR 8.5FR/S109880,0,1,0,1,1,0,0,0,0,1,1,0,1,7,"0,00",1,1,1,1,"0,4930",1,SUAV,"0,0%","100,0%",C,
N0000002,"NITROFURAZONA POMADA 0,2%/40G",0,0,0,0,0,0,0,1,0,0,0,0,1,11,"0,02",1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
N001701,"NALOXONA 0,4MG/1ML SOL. INYECTABLE",0,0,3,3,1,0,0,0,0,0,2,0,1,8,"0,05",1,1,1,1,"1,1637",1,SUAV,"0,0%","100,0%",C,
P001701,PANCURONIO SOL. INYECTABLE 4MG/2ML,1,0,1,0,3,0,0,0,0,1,1,0,1,7,"0,02",1,1,1,1,"0,8620",1,SUAV,"0,0%","100,0%",C,
P005721,PENICILINA G BENZATINICA POLVO LIOFILIZADO 1200000UI,0,0,0,0,0,0,0,0,1,1,0,0,1,10,"0,15",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
P012141,PIRANTEL PAMOATO TABLETA 250MG,0,0,0,0,0,0,7,0,0,0,0,0,1,11,"0,00",1,1,1,1,"1,9347",1,SUAV,"0,0%","100,0%",C,
P012231,PIRANTEL PAMOATO SUSPENSIÓN ORAL 250MG/5ML (750MG/15ML),0,0,0,0,0,1,0,0,0,1,0,0,1,10,"0,04",1,1,1,1,"0,3727",1,SUAV,"0,0%","100,0%",C,
S0000002,SECNIDAZOL TABLETA 500MG,0,0,0,0,4,0,0,0,0,0,0,0,1,11,"0,02",1,1,1,1,"1,1055",1,SUAV,"0,0%","100,0%",C,
T0000006,TRIMEBUTINA SOL. INYECTABLE 50MG/5ML,11,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"3,0402",1,SUAV,"0,0%","100,0%",C,
T0000007,TRIMEBUTINA MALEATO TABLETA 200MG,6,0,0,0,0,0,0,0,0,0,0,0,1,11,"0,23",-1,1,1,1,"1,6583",1,SUAV,"0,0%","100,0%",C,
T008101,TETRACICLINA TABLETA 500MG,0,1,0,0,0,0,0,0,0,0,0,0,1,11,"0,16",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
T011602,TIMOLOL SOLUCIÓN OFTÁLMICA 5MG/1ML,0,1,0,0,0,0,0,0,0,0,0,0,1,11,"0,16",-1,1,1,1,"0,2764",1,SUAV,"0,0%","100,0%",C,
T019701,"TOXOIDE TETANICO SOL. INYECTABLE 40UI/0,5ML",1,0,0,0,0,0,0,1,0,1,0,0,1,9,"0,00",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
V0000002,VALGANCICLOVIR TBL. 450 MG,0,0,0,2,0,0,0,0,0,0,0,0,1,11,"0,05",-1,1,1,1,"0,5528",1,SUAV,"0,0%","100,0%",C,
Z001201,ZIDOVUDINA SOLUCIÓN ORAL 10MG/1ML X 240ML,0,0,0,0,1,0,0,1,1,0,0,0,1,9,"0,02",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
Z001201,ZIDOVUDINA SOLUCIÓN ORAL 10MG/1ML X 240ML,0,0,0,0,1,0,0,1,1,0,0,0,1,9,"0,02",1,1,1,1,"0,4330",1,SUAV,"0,0%","100,0%",C,
700320,LEVETIRACETAM 100 MG/ML SOLUCION ORAL x 300 ML,3,0,1,1,0,0,0,0,1,0,4,0,1,7,"0,00",1,1,1,1,"1,2802",1,SUAV,"0,0%","100,0%",C,
100304,ESTROGENOS CONJUGADOS 0.625 MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
104015,DOXOFILINA TABLETA 400MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
110924,CLOMIPRAMINA CLORHIDRATO TABLETA DE LIBERACIÓN CONTROLADA 75MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
113078,MICOFENOLATO TABLETA 360MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
115454,TACROLIMUS CLORHIDRATO TABLETA 1MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
119651,GLICEROFOSFATO DE SODIO 1MMOL/ML SOL. INYECTABLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
122862,HIALURONIDASA POLVO PARA SOLUCIÓN OFTÁLMICA 150UI/1ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
127720,MEZALASINA GRANULOS PARA SUSPENCIÓN ORAL 1000MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
128592,"ZOPICLONA TABLETA 7,5MG",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
129438,CARBETOCINA 100MCG SOL. INYECTABLE ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
136042,AMLODIPINO/VALSARTAN TABLETA 10MG/320MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
139253,VACUNA CONJUGADA NEUMOCOCICA 13 VALENTE (DIFTERIA CRM 197 PROTEINA)-PREVENAR  ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
140623,ARIPIPRAZOL TABLETA 15MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
141156,AMLODIPINO/VALSARTÁN/HIDROCLOROTIAZIDA TABLETAN 10MG/160/MG/12.5MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
151249,ROSUVASTATINA/EZETIMIBA TABLETA 40MG/10MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
152483,EPLERENONA TABLETA 25MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
152796,KANAMICINA SULFATO SOLUCIÓN INYECTABLE 1G/7ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
153936,TAPENTADOL 25 MG RETARD TABLETA (PALEXIS),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
156681,ACIDO RETINOICO LOCION 0.05%,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
157373,HIERRO POLIMALTOSADO 50 MG/ML GOTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
162677,BOSENTAN 125MG TABLETA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700036,ESPORAS DE BACILLUS CLAUSII 2.000 MILLONES/5ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700056,CARBOXIMALTOSA DE HIERRO 500 MG/10 ML SOL. INYECTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700137,COMPLEJO B 90MG TABLETA ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700147,DORNASA ALFA 2500 UI/2.5 ML SOL. INHALACION POR NEBULIZADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700233,"NEOMICINA + POLIMIXINA B + DEXAMETASONA(3,5MG+6000UI+1MG)/28 GOTAS",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700294,TOBRAMICINA 0.3% GOTAS OFTALMICAS 5 ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700303,"Vacuna Boostrix (Vacuna antidifterica, antitetanica y antitos ferina)",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700322,MEMANTINA 20 MG TAB RECUBIERTA CON PELICULA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700361,AZITROMICINA SUSPENSIÓN ORAL 200MG/5ML X 15ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700385,UREA + HIDROCORTISONA PREP. MAGISTRAL x 240 ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700600,CEFUROXIMA SODICA SOLUCIÓN INYECTABLE 750MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700659,"BUPIVACAINA/DESTROXA 0,5% x 4ML SOL. INYECTABLE",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700669,RANITIDINA JARABE 150MG/10ML (2250MG/150ML),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700671,CEFUROXIMA JARABE 250MG/5ML X 70ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700686,DICLOFENACO GEL TÓPICO 1G,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700691,PIROXICAM GEL TÓPICO 500MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700701,PERÓXIDO DE HIDRÓGENO SOLUCIÓN TÓPICA 8G/120ML (AGUA OXIGENADA 50%),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700703,PERMETRINA (GAMABENCENO) 5G TOPICO,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700736,NITRATO DE PLATA SOLUCIÓN TÓPICA 10%/30ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700761,RIFAMICINA SOLUCIÓN TÓPICA 1%/20ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700855,ETAMSILATO SOLUCIÓN INYECTABLE 250MG/2ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700877,CALAMINA + OXIDO DE ZINC PREP. MAGISTRAL x 240ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700878,"NADROPARINA SOLUCIÓN INYECTABLE 30MG/0,3ML",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700879,"NADROPARINA SOLUCIÓN INYECTABLE 60MG/0,6ML",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700929,TRIAMCINOLONA SUSPENSIÓN INYECTABLE 10MG/5ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700972,ALIMENTO PARA PACIENTES CON ESTRES METABOLICO Y FUNCION GASTROINSTESTINAL DETERI,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700983,"(PEDIASURE SOLUCIÓN ORAL 1,005KCAL/1ML (201KCAL/200ML)) ALIMENTO LIQUIDO A BASE",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
700998,"ALUMINIO ACETATO 2,2G POLVO PARA USO TÓPICO ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701068,METILPREDNISOLONA TABLETA 16MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701069,METILPREDNISOLONA TABLETA 4MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701090,ISOSORBIDE MONONITRATO TABLETA 20MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701102,DIPIRONA/CAFEÍNA/ISOMEPTENO TABLETA 300/30/30 MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701141,PREDNISOLONA SUSPENSIÓN ORAL 1MG/1ML (100MG/100ML),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701248,OXCARBAZEPINA TABLETA 300MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701285,TRAMADOL TABLETA DE LIBERACIÓN CONTROLADA 100MG,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701956,TAPABOCA TIRA BLX50  ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701963,CATETER TROCAR RECTO 24FR ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701976,VENDA YESO 3X5    ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
701995,APOSITO HIDRATANTE CON ALGINATO,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702018,SONDA ENTERAL 8FR (ALIMENTACION)  ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702026,SONDA FOLEY 2 VÍAS 10FRX3CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702027,SONDA FOLEY 2 VÍAS 14FRX30CM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702030,SONDA FOLEY 2 VÍAS 22FRX5CM       ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702034,SONDA FOLEY 2 VÍAS 8FRX5CM    ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702042,SONDA NASOGASTRICA # 10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702049,BARIO SULFATO 96% POLVO PARA SUSPENSION RECTAL x 397GR,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702066,SONDA SUCCION # 18    ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702091,CATETER V/CTRL MONOLUMEN PED AK-04650-ES 24GAX9CM ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702092,CATETER VENOSO/CENTRAL 22X10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702114,MASCARA TRAQ/PED/1076   ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702155,AGUJA 26X1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702168,CATETER 2L PED/4FR-22X13.CS 14402 ARROW,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702196,CATETER V/CT 16 GA X 16 - 20 CM  CON EXTENSION,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702198,CATETER VENO/CENTRAL 4 FR X 8 CM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702232,SPINOCAN 26G,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702244,GUANTE ESTERIL 8.5 (PAR),0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702248,BISTURI # 10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702320,BOLSA OSTOMIA NINOS 45MM,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702431,EQUIPO MICROGOTEO C/A    ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702480,RING HUMIFICADOR BX10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702611,CANULA GUEDEL 4 (ISO10.0 ) ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702628,CANULA GUEDEL 1.5 (ISO 7.0)            ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702699,TUBO ENDOTRAQUEAL 6.0 C/BL ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702700,TUBO ENDOTRAQUEAL 5.5 S/BL     ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702701,TUBO ENDOTRAQUEAL 5.0 S/BL     ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702702,T/ENDOTRAQUEAL 4.5 S/BL  ,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702708,TUBO ENDOTRAQUEAL 3.0 C/BL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702710,TUBO ENDOTRAQUEAL 4.0 C/BL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702712,TUBO ENDOTRAQUEAL 5.0 C/BL,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702847,PROPARACAINA SOLUCIÓN OFTÁLMICA 5MG/10ML,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
702915,TOCOFEROL (VITAMINA E) CÁPSULA BLANDA 400UI,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
703362,URGOTUL  10X10CM-SUPLESALUD,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
703363,URGOTUL 15X20CM -SUPLESALUD,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
703364,URGOTUL 10X40-SUPLESALUD,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
703371,URGOCLEAN  10X10-SUPLESALUD,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"0,00",0,0,#DIV/0!,0,"0,0000",0,PROM,"0,0%","100,0%",C,
